url,size,new,idx,pathfile
http://www.huffingtonpost.com/news/bridgegate/7/content/update/ads/zone/,133424.0,3.0,9568.0,new_3/9568.html
http://www.huffingtonpost.com/news/bridgegate/7/ads/zone/front/quickread/,133428.0,3.0,9574.0,new_3/9574.html
http://www.huffingtonpost.com/news/bridgegate/7/ads/zone/front/bignews/,133421.0,3.0,9575.0,new_3/9575.html
http://www.huffingtonpost.com/news/bridgegate/7/ads/zone/bpage/threeup/,133421.0,3.0,9576.0,new_3/9576.html
http://www.huffingtonpost.com/news/bridgegate/7/ads/zone/huffpost.general,133427.0,3.0,9577.0,new_3/9577.html
http://www.huffingtonpost.com/news/bridgegate/7/ads/zone/us.hpmgother,133416.0,3.0,9579.0,new_3/9579.html
http://www.huffingtonpost.com/news/bridgegate/7/ads/zone/topnav/loaded/,133421.0,3.0,9580.0,new_3/9580.html
http://www.huffingtonpost.com/news/bridgegate/7/ads/zone/content/update/,133424.0,3.0,9581.0,new_3/9581.html
http://www.huffingtonpost.com/news/bridgegate/7/ads/zone/ads/zone/,133405.0,3.0,9582.0,new_3/9582.html
http://www.huffingtonpost.com/news/bridgegate/7/ads/zone/topnav/version/,133424.0,3.0,9583.0,new_3/9583.html
http://www.huffingtonpost.com/news/bridgegate/7/ads/zone/cookie/domain/,133421.0,3.0,9584.0,new_3/9584.html
http://www.huffingtonpost.com/news/bridgegate/7/ads/zone/websocket/enabled/,133432.0,3.0,9585.0,new_3/9585.html
http://www.huffingtonpost.com/news/bridgegate/7/ads/zone/websocket/url/,133421.0,3.0,9586.0,new_3/9586.html
http://www.huffingtonpost.com/news/bridgegate/7/ads/zone/websocket/init/,133424.0,3.0,9587.0,new_3/9587.html
http://www.huffingtonpost.com/news/bridgegate/7/ads/zone/vertical/bignews/,133431.0,3.0,9588.0,new_3/9588.html
http://www.huffingtonpost.com/news/bridgegate/7/topnav/version/ads/zone/,133424.0,3.0,9598.0,new_3/9598.html
